URL,TIPO DE ENTIDAD,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES,URL DE ACCESO
https://datos.gob.es/catalogo/l01280796-puntos-de-interes-turistico-de-la-ciudad-de-madrid-que-visitar-en-madrid-www-esmadrid-com1,dataset,https://datos.madrid.es/dataset/300030-0-puntos-interes-turistico,[es]Puntos de interés turístico de la ciudad de Madrid. Qué visitar en Madrid (www.esmadrid.com),"[es]Información turística de la ciudad de Madrid acerca de espacios para visitar como por ejemplo museos, monumentos, salas de exposiciones, etc. La selección está realizada por el equipo de gestión de contenidos del portal de promoción turística de la ciudad de Madrid [esmadrid.com](http://esmadrid.com/). La información incluye los datos básicos de cada punto, una descripción, su geoposición y dirección postal, así como un conjunto de fotografías relativas a cada punto.En los casos en los que aplica, se ofrecen horarios de apertura y costes de acceso si los tuviera. La información se proporciona en español, inglés, francés, alemán, italiano, portugués y ruso.  **IMPORTANTE: Este conjunto de datos tiene unas condiciones de uso especificas y un poco diferentes al resto de conjuntos de datos del portal. Por favor, revise las mismas. (Los textos son de libre uso pero no así las fotografías).**",Turismo,[es]arte en madrid//museos monumentos exposiciones,2016-04-11T00:00:00+00:00,2016-04-11T00:00:00+00:00,[TYPE]http://www.w3.org/2006/time#days[VALUE]1,http://publications.europa.eu/resource/authority/language/SPA,Ayuntamiento de Madrid,,,2016-04-11-2016-04-11,,,,[TITLE_es]300030-2-puntos-interes-turistico[ACCESS_URL]https://www.esmadrid.com/opendata/turismo_v1_fr.xml[MEDIA_TYPE]XML//[TITLE_es]300030-4-puntos-interes-turistico[ACCESS_URL]https://www.esmadrid.com/opendata/turismo_v1_pt.xml[MEDIA_TYPE]XML//[TITLE_es]300030-3-puntos-interes-turistico[ACCESS_URL]https://www.esmadrid.com/opendata/turismo_v1_it.xml[MEDIA_TYPE]XML//[TITLE_es]300030-0-puntos-interes-turistico[ACCESS_URL]https://www.esmadrid.com/opendata/turismo_v1_de.xml[MEDIA_TYPE]XML//[TITLE_es]300030-6-puntos-interes-turistico[ACCESS_URL]https://datos.madrid.es/dataset/300030-0-puntos-interes-turistico/resource/300030-6-puntos-interes-turistico/download/estructura_ds_puntos_turisticos.pdf[MEDIA_TYPE]PDF[BYTE_SIZE]44368//[TITLE_es]300030-1-puntos-interes-turistico[ACCESS_URL]https://www.esmadrid.com/opendata/turismo_v1_es.xml[MEDIA_TYPE]XML//[TITLE_es]300030-8-puntos-interes-turistico[ACCESS_URL]https://www.esmadrid.com/opendata/turismo_v1_en.xml[MEDIA_TYPE]XML//[TITLE_es]300030-5-puntos-interes-turistico[ACCESS_URL]https://www.esmadrid.com/opendata/turismo_v1_ru.xml[MEDIA_TYPE]XML,
