Date,AAPL,IBM,MSFT,GOOG
2011-05-11,84000000.0,4663200.0,78600000.0,4695000.0
2011-05-12,80500000.0,5138500.0,77400000.0,2907300.0
2011-05-13,81529000.0,5167400.0,66812300.0,4233100.0
2011-05-16,112443800.0,4662200.0,91350900.0,5938500.0
2011-05-17,113083600.0,8773200.0,82882100.0,6631900.0
2011-05-18,83694100.0,4154300.0,53931100.0,3921000.0
2011-05-19,65292500.0,3538300.0,37783600.0,4955800.0
2011-05-20,84492100.0,4869900.0,45451500.0,4652300.0
2011-05-23,95900000.0,5144000.0,52692500.0,4617100.0
2011-05-24,80481800.0,4643600.0,47691800.0,3814100.0
2011-05-25,73556000.0,3882100.0,34904200.0,2612900.0
2011-05-26,55640200.0,5771300.0,78016600.0,4252800.0
2011-05-27,50899800.0,3277600.0,50251000.0,3504500.0
2011-05-31,104438600.0,9123400.0,60196300.0,5394600.0
2011-06-01,138670700.0,5134600.0,74033500.0,5933900.0
2011-06-02,84695800.0,3854100.0,51487800.0,4425500.0
2011-06-03,78312500.0,5230500.0,60697700.0,3510000.0
2011-06-06,115485300.0,3619700.0,54778700.0,3898600.0
2011-06-07,132446300.0,4187000.0,41112600.0,3829400.0
2011-06-08,83430900.0,3850800.0,42205000.0,3319100.0
2011-06-09,68772200.0,4299800.0,42878700.0,3390700.0
2011-06-10,108488800.0,4683300.0,49327200.0,4898000.0
2011-06-13,82368300.0,5099200.0,47572500.0,4872700.0
2011-06-14,83642300.0,7050000.0,42894500.0,4700400.0
2011-06-15,99799000.0,5225600.0,49410200.0,4162000.0
2011-06-16,127647800.0,4861100.0,57184100.0,5534600.0
2011-06-17,153755000.0,7149700.0,83320400.0,10530000.0
2011-06-20,160161400.0,3956100.0,54338400.0,6079800.0
2011-06-21,123345600.0,5387300.0,49708700.0,5551400.0
2011-06-22,97645800.0,3960500.0,44287300.0,4832200.0
2011-06-23,139939800.0,5271500.0,59470400.0,9639300.0
2011-06-24,109951800.0,4402600.0,101387200.0,7639700.0
2011-06-27,84953400.0,4446700.0,92044200.0,6915100.0
2011-06-28,73574900.0,4850000.0,81032100.0,5450500.0
2011-06-29,88136300.0,3817100.0,66051000.0,4703400.0
2011-06-30,80738700.0,5105200.0,52535400.0,4874900.0
2011-07-01,108828300.0,5181700.0,52906200.0,7300500.0
2011-07-05,88763500.0,4586500.0,37805300.0,7727100.0
2011-07-06,111156500.0,5885900.0,48744200.0,5411300.0
2011-07-07,99915900.0,5905600.0,51946500.0,7900400.0
2011-07-08,122408300.0,4399900.0,58320700.0,9576100.0
2011-07-11,110668600.0,4766500.0,43999800.0,5699800.0
2011-07-12,112902300.0,5036800.0,47319300.0,5703600.0
2011-07-13,97909700.0,4074800.0,40861800.0,5601200.0
2011-07-14,107633400.0,4613100.0,46382300.0,13348700.0
2011-07-15,121116800.0,5347100.0,49132400.0,27567000.0
2011-07-18,143163300.0,8879700.0,44501900.0,8970000.0
2011-07-19,204786400.0,13245600.0,86730600.0,5957200.0
